0,1,2,3,4,5,6,7,AntisocialTrajectory
-0.036891904819680965,-1.3594361943475644,-0.5510959876392096,-0.0328946569548387,0.3922236585115433,0.6550899591182316,1.1095928827601516,0.12579628856284297,1.0
3.326730869646398,-0.2605366475821313,-2.3197313954120946,-1.9139834986797652,0.32089362105623087,-1.4377553848796678,0.5568034620236875,-0.8212523257284646,1.0
0.6245204155568527,-0.12716367448612226,-1.8275861532719184,-1.7858152923150534,0.7568309713938912,-0.9021812638290021,1.1095928827601516,-0.217798922851071,1.0
0.10660791676679278,1.510565828993781,-2.472675528631881,-2.1071299422232967,-1.7215039604810087,-1.1362446248696336,1.1095928827601516,0.060002373224907354,1.0
0.1309817700340118,1.552980350630767,-2.6908309890297426,-1.9442289187243345,-1.8565725855162845,-1.425700281635437,1.1095928827601516,0.07246956014223271,1.0
-0.27302348541624905,-0.2679438247489158,-3.7507803064494682,-0.5573116469249695,1.010118636967964,0.6489206361803719,0.15251371883833342,0.08626094776168049,1.0
0.20366071655952311,-0.34536374656207747,0.598440409309619,0.5073934449185187,-0.19461233687684332,0.4340903638084233,1.1095928827601516,-0.05071091050581232,1.0
-0.012069823304286227,1.2366827312816513,-3.1026639274040653,-1.3323266401862666,-2.504443256304878,-1.5334587133400117,1.1095928827601516,-0.15123231829288092,1.0
-1.6796327173821837,-0.3565316658191582,-1.3861553235921624,-1.6983112662736395,0.4440189329565655,-2.7561398729987525,-0.901231447621099,0.5272995253820899,1.0
0.3157027846756334,0.17517682305885401,-1.57484145909699,0.1778332872117918,0.4533050969462592,-0.2789356022994334,1.1095928827601516,0.07047329070157723,1.0
-0.2504315008665672,0.7514969289716215,-4.640996258383769,-0.20540543414688311,0.6806980110840175,-0.44369590910348,1.1095928827601516,-0.3514755723231564,1.0
0.24174635979733117,1.1851504110968398,-1.8126134946923103,-2.0564025034576314,-1.121052558784907,-1.2336116679492215,1.1095928827601516,0.1974877460162802,1.0
-0.10771426081777238,1.1448861531136203,-1.2240815456250083,0.986001333130816,0.8454757258112237,0.8155821283712835,1.1095928827601516,-0.2155827285675519,1.0
0.6979685310534406,-0.19515205166323404,-1.686960959080641,-0.9335007473937704,-1.1945308571877795,0.7197735672250125,1.1095928827601516,-0.0654897681160419,1.0
0.07702174476470572,0.24497556052693623,0.18290821133172963,-1.6959527620319068,-0.27332828893703864,-2.9325351594107847,1.1095928827601516,-0.0014198722266794295,1.0
-1.6967510630828317,-0.4889369026713626,-2.4786430907740673,-2.621650766632232,-0.012766931351785804,0.587471274583014,1.1095928827601516,0.7545537185986126,1.0
-0.08830967177749155,0.9428389939634367,-3.351301851586707,-2.1312184812039554,-1.8954413389776827,-0.7158656799575047,1.1095928827601516,-0.18120271141366195,1.0
0.6806115726162929,-0.10258811053945704,-3.381400378474249,-0.3380443699589536,0.5386995511052952,-1.3540578204210931,1.1095928827601516,0.035491300916815946,1.0
0.5542994734441741,-0.8686162145457029,-2.183483217499512,-1.1899449847392691,-0.6658957753423733,0.3872354309674244,1.1095928827601516,-0.4005576586666665,1.0
0.7092539142739721,0.8099737155640682,-2.3262237648894857,-2.556614746420446,-1.1654054776710998,-0.25066202299219675,1.1095928827601516,0.4958406952674708,1.0
0.321791438237236,0.45681908588717846,-1.6603286555000114,-3.5735243762624713,0.9028236134400195,-0.46564790116286914,1.1095928827601516,-0.10065100941042678,1.0
0.7754187672021676,0.6195659609629676,-3.8466828157741184,-0.6228018742976162,0.6164359779549153,-0.06620124055386889,1.1095928827601516,0.5344431341330433,1.0
0.9697336459289714,1.2981781538644162,-2.557154977982313,-0.8704148277480833,-1.916544875024887,0.8629267943844245,1.1095928827601516,1.1720193118784614,1.0
-0.1039112441655542,-0.6793412926838305,0.8415466260274784,0.6224043533609362,-1.242589989617047,0.025783095920915856,1.1095928827601516,0.1394684502578487,1.0
0.3422804829284014,0.9546819045117743,-2.716797262191619,-1.028212933020531,0.9855808685179624,-0.382032806751856,1.1095928827601516,0.23090249950635244,1.0
0.025858921158127005,0.5800247730681725,-2.184748386123152,-2.40597896897644,-0.39307465451791335,-1.79813875562185,1.1095928827601516,-0.0771070493741696,1.0
-0.586311246357372,-1.894824901803681,-1.0561317698390666,0.013192155755390345,0.410974941062267,0.7585731492381165,1.1095928827601516,1.3117436608504591,1.0
0.2242122584918234,-1.6430356402016373,-2.9836088603625064,-0.9061528989280819,0.37940163855282505,-1.6716586034001177,1.1095928827601516,-0.13249385494827956,1.0
1.7530658163208452,0.6242981372679535,0.24057418401869396,0.18350058624674845,-0.4115748000332504,-0.7793346863509479,1.1095928827601516,1.0565867063853207,1.0
1.8835407989422202,-1.5425825372266988,-0.046138904782426826,-0.8945654284590658,0.37092561006286257,0.9153045100412449,1.1095928827601516,-2.756726858404127,1.0
-0.7993016857424684,-1.8039543679183108,-0.43314297481303615,1.1121979426395077,-0.26724001460314917,0.9773279293425808,1.0332643600690674,1.6478118923910396,1.0
0.21022012319459504,1.398986438505274,-4.071073827031766,-1.267246792598778,-0.8580843137859968,-0.1516360055656353,1.1095928827601516,0.14768934987720292,1.0
0.6658665851752278,0.7984226447363221,-2.325119102261012,-2.5114765321319035,-1.2052247338075477,-0.2933586918048665,1.1095928827601516,0.448918659145821,1.0
-0.6577454144036791,-0.7725015607534442,-2.2998064845203,-1.3219831339246582,0.2708590892239437,-1.3583334310021846,-0.901231447621099,0.8127187411285678,1.0
0.828089558032465,0.33095769272466213,-1.4310126505157497,-0.8129514189006131,-1.3900155636872185,0.7947536545125066,1.1095928827601516,0.2782770211448351,1.0
-0.5579595666883808,0.828244104054843,-2.1754604503643917,-2.2619663000427384,-0.17213826495652357,-0.04310391460181179,1.1095928827601516,-0.561642027008998,1.0
0.32419861433228114,-1.3948345502510335,-2.920244492468618,-1.8544790194183096,0.8350584054674071,-0.0480268409218639,1.1095928827601516,-0.2993855717564415,1.0
0.2672809643618828,-1.091432386447877,-3.1880713727137207,-0.570869282052539,0.8748861218883393,-1.5566855316821213,1.1095928827601516,0.03465097133274524,1.0
-0.9708256504904621,-0.8578710400375009,-2.770977730615572,-1.4581743715415056,-0.5672848855166414,-0.7885427979374962,1.1095928827601516,0.9037677366147756,1.0
-1.251774341732789,0.9657136079125365,-1.3514959682331955,-1.1572311424162876,-0.6248576369766561,-2.5209758988184054,1.1095928827601516,-1.3279914242312643,1.0
0.5960162746754317,0.0432819113399626,-3.4326565355263283,-0.24136771424438333,0.4448252109013022,-1.1942995715233151,0.7465167675536892,0.021404972887961095,1.0
0.4798560867626535,1.1744650949756636,-3.8230603507199516,-0.788772622796905,-1.4841131789498845,0.025783095920915856,1.1095928827601516,0.44728929816782204,1.0
0.013072227484655974,-1.0100490060259322,0.9117085575818977,0.3994220503030358,0.16315636826657975,0.05355205326502763,1.1095928827601516,0.07269332933094558,1.0
-0.5702489114076588,0.30023383375674395,-2.261284056140939,1.2905197425623949,0.5165834892833868,0.5112986089686826,1.1095928827601516,-0.23864418291552988,1.0
