,interaction,type,Model,Target,Accuracy,1.0_Precision,1.0_Recall,1.0_F1-Score,2.0_Precision,2.0_Recall,2.0_F1-Score,3.0_Precision,3.0_Recall,3.0_F1-Score,4.0_Precision,4.0_Recall,4.0_F1-Score,macro avg_Precision,macro avg_Recall,macro avg_F1-Score,weighted avg_Precision,weighted avg_Recall,weighted avg_F1-Score
0,Race_x_PolygenicScoreEXT,train_metrics,logistic_regression,AST,0.4539788514973757,0.48103313956972493,0.6195585057116394,0.5415781128765643,0.35614797064549947,0.3670886075949367,0.36153553781832004,0.3848310855922019,0.22244519913553565,0.28192712154561017,0.5500209878270603,0.6068230935473912,0.5770275229357797,0.4430082959086217,0.4539788514973757,0.44051707379406857,0.4430082959086217,0.4539788514973757,0.44051707379406857
1,Race_x_PolygenicScoreEXT,test_metrics,logistic_regression,AST,0.538836133430728,0.0842911877394636,0.5789473684210527,0.14715719063545152,0.16649642492339123,0.3221343873517787,0.21952861952861955,0.14473684210526316,0.23076923076923078,0.17789757412398924,0.9023255813953488,0.5989502933004014,0.7199851549452588,0.3244625090408667,0.43270031996061586,0.31614213480832976,0.7437741943659789,0.538836133430728,0.6099771246741977
2,Race_x_Age,train_metrics,logistic_regression,AST,0.4539788514973757,0.48103313956972493,0.6195585057116394,0.5415781128765643,0.35614797064549947,0.3670886075949367,0.36153553781832004,0.3848310855922019,0.22244519913553565,0.28192712154561017,0.5500209878270603,0.6068230935473912,0.5770275229357797,0.4430082959086217,0.4539788514973757,0.44051707379406857,0.4430082959086217,0.4539788514973757,0.44051707379406857
3,Race_x_Age,test_metrics,logistic_regression,AST,0.538836133430728,0.0842911877394636,0.5789473684210527,0.14715719063545152,0.16649642492339123,0.3221343873517787,0.21952861952861955,0.14473684210526316,0.23076923076923078,0.17789757412398924,0.9023255813953488,0.5989502933004014,0.7199851549452588,0.3244625090408667,0.43270031996061586,0.31614213480832976,0.7437741943659789,0.538836133430728,0.6099771246741977
4,Race_x_DelinquentPeer,train_metrics,logistic_regression,AST,0.4539788514973757,0.48103313956972493,0.6195585057116394,0.5415781128765643,0.35614797064549947,0.3670886075949367,0.36153553781832004,0.3848310855922019,0.22244519913553565,0.28192712154561017,0.5500209878270603,0.6068230935473912,0.5770275229357797,0.4430082959086217,0.4539788514973757,0.44051707379406857,0.4430082959086217,0.4539788514973757,0.44051707379406857
5,Race_x_DelinquentPeer,test_metrics,logistic_regression,AST,0.538836133430728,0.0842911877394636,0.5789473684210527,0.14715719063545152,0.16649642492339123,0.3221343873517787,0.21952861952861955,0.14473684210526316,0.23076923076923078,0.17789757412398924,0.9023255813953488,0.5989502933004014,0.7199851549452588,0.3244625090408667,0.43270031996061586,0.31614213480832976,0.7437741943659789,0.538836133430728,0.6099771246741977
6,Race_x_SchoolConnect,train_metrics,logistic_regression,AST,0.4539788514973757,0.48103313956972493,0.6195585057116394,0.5415781128765643,0.35614797064549947,0.3670886075949367,0.36153553781832004,0.3848310855922019,0.22244519913553565,0.28192712154561017,0.5500209878270603,0.6068230935473912,0.5770275229357797,0.4430082959086217,0.4539788514973757,0.44051707379406857,0.4430082959086217,0.4539788514973757,0.44051707379406857
7,Race_x_SchoolConnect,test_metrics,logistic_regression,AST,0.538836133430728,0.0842911877394636,0.5789473684210527,0.14715719063545152,0.16649642492339123,0.3221343873517787,0.21952861952861955,0.14473684210526316,0.23076923076923078,0.17789757412398924,0.9023255813953488,0.5989502933004014,0.7199851549452588,0.3244625090408667,0.43270031996061586,0.31614213480832976,0.7437741943659789,0.538836133430728,0.6099771246741977
8,Race_x_NeighborConnect,train_metrics,logistic_regression,AST,0.4539788514973757,0.48103313956972493,0.6195585057116394,0.5415781128765643,0.35614797064549947,0.3670886075949367,0.36153553781832004,0.3848310855922019,0.22244519913553565,0.28192712154561017,0.5500209878270603,0.6068230935473912,0.5770275229357797,0.4430082959086217,0.4539788514973757,0.44051707379406857,0.4430082959086217,0.4539788514973757,0.44051707379406857
9,Race_x_NeighborConnect,test_metrics,logistic_regression,AST,0.538836133430728,0.0842911877394636,0.5789473684210527,0.14715719063545152,0.16649642492339123,0.3221343873517787,0.21952861952861955,0.14473684210526316,0.23076923076923078,0.17789757412398924,0.9023255813953488,0.5989502933004014,0.7199851549452588,0.3244625090408667,0.43270031996061586,0.31614213480832976,0.7437741943659789,0.538836133430728,0.6099771246741977
10,Race_x_ParentalWarmth,train_metrics,logistic_regression,AST,0.4539788514973757,0.48103313956972493,0.6195585057116394,0.5415781128765643,0.35614797064549947,0.3670886075949367,0.36153553781832004,0.3848310855922019,0.22244519913553565,0.28192712154561017,0.5500209878270603,0.6068230935473912,0.5770275229357797,0.4430082959086217,0.4539788514973757,0.44051707379406857,0.4430082959086217,0.4539788514973757,0.44051707379406857
11,Race_x_ParentalWarmth,test_metrics,logistic_regression,AST,0.538836133430728,0.0842911877394636,0.5789473684210527,0.14715719063545152,0.16649642492339123,0.3221343873517787,0.21952861952861955,0.14473684210526316,0.23076923076923078,0.17789757412398924,0.9023255813953488,0.5989502933004014,0.7199851549452588,0.3244625090408667,0.43270031996061586,0.31614213480832976,0.7437741943659789,0.538836133430728,0.6099771246741977
12,Race_x_Is_Male,train_metrics,logistic_regression,AST,0.4539788514973757,0.48103313956972493,0.6195585057116394,0.5415781128765643,0.35614797064549947,0.3670886075949367,0.36153553781832004,0.3848310855922019,0.22244519913553565,0.28192712154561017,0.5500209878270603,0.6068230935473912,0.5770275229357797,0.4430082959086217,0.4539788514973757,0.44051707379406857,0.4430082959086217,0.4539788514973757,0.44051707379406857
