type,interaction,Model,Target,Accuracy,1.0_Precision,1.0_Recall,1.0_F1-Score,4.0_Precision,4.0_Recall,4.0_F1-Score,macro avg_Precision,macro avg_Recall,macro avg_F1-Score,weighted avg_Precision,weighted avg_Recall,weighted avg_F1-Score
train_metrics,PolygenicScoreEXT_x_Age,1_vs_4,AST,0.8685410334346505,0.8592592592592593,0.8814589665653495,0.8702175543885972,0.8783151326053042,0.8556231003039514,0.8668206312548113,0.8687871959322817,0.8685410334346504,0.8685190928217043,0.8687871959322818,0.8685410334346505,0.8685190928217043
test_metrics,PolygenicScoreEXT_x_Age,1_vs_4,AST,0.8431952662721893,0.09090909090909091,0.625,0.15873015873015875,0.9893992932862191,0.8484848484848485,0.9135399673735727,0.540154192097655,0.7367424242424243,0.5361350630518658,0.9681332529932694,0.8431952662721893,0.8956746464589356
train_metrics,PolygenicScoreEXT_x_DelinquentPeer,1_vs_4,AST,0.8658814589665653,0.8527472527472527,0.8844984802431611,0.8683327116747482,0.8800315706393055,0.8472644376899696,0.8633372048006195,0.8663894116932791,0.8658814589665653,0.8658349582376839,0.866389411693279,0.8658814589665653,0.8658349582376839
test_metrics,PolygenicScoreEXT_x_DelinquentPeer,1_vs_4,AST,0.8224852071005917,0.08064516129032258,0.625,0.14285714285714285,0.9891304347826086,0.8272727272727273,0.9009900990099009,0.5348877980364656,0.7261363636363636,0.5219236209335218,0.9676278247591226,0.8224852071005917,0.8830461237163446
train_metrics,PolygenicScoreEXT_x_SchoolConnect,1_vs_4,AST,0.8639817629179332,0.8563988095238095,0.8746200607902735,0.8654135338345864,0.8718944099378882,0.8533434650455927,0.8625192012288787,0.8641466097308489,0.8639817629179332,0.8639663675317326,0.8641466097308488,0.8639817629179332,0.8639663675317325
test_metrics,PolygenicScoreEXT_x_SchoolConnect,1_vs_4,AST,0.8372781065088757,0.08771929824561403,0.625,0.15384615384615383,0.9893238434163701,0.8424242424242424,0.9099836333878887,0.5385215708309921,0.7337121212121211,0.5319148936170213,0.9679840908679499,0.8372781065088757,0.8920868883099778
train_metrics,PolygenicScoreEXT_x_NeighborConnect,1_vs_4,AST,0.8647416413373861,0.8566121842496285,0.8761398176291794,0.8662659654395192,0.8732503888024883,0.8533434650455927,0.8631821675634127,0.8649312865260583,0.8647416413373861,0.8647240665014659,0.8649312865260584,0.8647416413373861,0.864724066501466
test_metrics,PolygenicScoreEXT_x_NeighborConnect,1_vs_4,AST,0.8372781065088757,0.1016949152542373,0.75,0.17910447761194032,0.992831541218638,0.8393939393939394,0.909688013136289,0.5472632282364377,0.7946969696969697,0.5443962453741147,0.9717395500715515,0.8372781065088757,0.8923960951357128
train_metrics,PolygenicScoreEXT_x_ParentalWarmth,1_vs_4,AST,0.8658814589665653,0.859596713965646,0.8746200607902735,0.8670433145009416,0.8723897911832946,0.8571428571428571,0.8646991184361824,0.8659932525744702,0.8658814589665653,0.865871216468562,0.8659932525744702,0.8658814589665653,0.8658712164685621
test_metrics,PolygenicScoreEXT_x_ParentalWarmth,1_vs_4,AST,0.849112426035503,0.10909090909090909,0.75,0.19047619047619047,0.9929328621908127,0.8515151515151516,0.9168026101141924,0.5510118856408609,0.8007575757575758,0.5536394002951914,0.9720135260227676,0.849112426035503,0.8996114522529378
train_metrics,PolygenicScoreEXT_x_Is_Male,1_vs_4,AST,0.8685410334346505,0.8581979320531757,0.8829787234042553,0.8704119850187266,0.8794992175273866,0.8541033434650456,0.8666152659984581,0.8688485747902812,0.8685410334346504,0.8685136255085923,0.8688485747902812,0.8685410334346505,0.8685136255085925
test_metrics,PolygenicScoreEXT_x_Is_Male,1_vs_4,AST,0.834319526627219,0.08620689655172414,0.625,0.15151515151515152,0.9892857142857143,0.8393939393939394,0.9081967213114753,0.5377463054187193,0.7321969696969697,0.5298559364133134,0.9679110677121288,0.834319526627219,0.8902870983577161
train_metrics,PolygenicScoreEXT_x_Race_1.0,1_vs_4,AST,0.8670212765957447,0.8604477611940299,0.8761398176291794,0.8682228915662651,0.8738390092879257,0.85790273556231,0.8657975460122699,0.8671433852409778,0.8670212765957447,0.8670102187892674,0.8671433852409778,0.8670212765957447,0.8670102187892674
test_metrics,PolygenicScoreEXT_x_Race_1.0,1_vs_4,AST,0.8402366863905325,0.10344827586206896,0.75,0.18181818181818182,0.9928571428571429,0.8424242424242424,0.9114754098360656,0.5481527093596059,0.7962121212121211,0.5466467958271237,0.9718060454134726,0.8402366863905325,0.8942054162735121
train_metrics,PolygenicScoreEXT_x_Race_2.0,1_vs_4,AST,0.8586626139817629,0.8559577677224736,0.8624620060790273,0.8591975775927326,0.8614088820826953,0.8548632218844985,0.8581235697940504,0.8586833249025845,0.8586626139817629,0.8586605736933914,0.8586833249025845,0.8586626139817629,0.8586605736933915
test_metrics,PolygenicScoreEXT_x_Race_2.0,1_vs_4,AST,0.8431952662721893,0.10526315789473684,0.75,0.1846153846153846,0.9928825622775801,0.8454545454545455,0.9132569558101473,0.5490728600861585,0.7977272727272727,0.548936170212766,0.971873818978578,0.8431952662721893,0.8960110014623422
train_metrics,PolygenicScoreEXT_x_Race_3.0,1_vs_4,AST,0.8647416413373861,0.8587443946188341,0.8731003039513677,0.86586284853052,0.8709428129829985,0.8563829787234043,0.8636015325670499,0.8648436038009163,0.8647416413373861,0.8647321905487849,0.8648436038009164,0.8647416413373861,0.8647321905487849
test_metrics,PolygenicScoreEXT_x_Race_3.0,1_vs_4,AST,0.8431952662721893,0.09090909090909091,0.625,0.15873015873015875,0.9893992932862191,0.8484848484848485,0.9135399673735727,0.540154192097655,0.7367424242424243,0.5361350630518658,0.9681332529932694,0.8431952662721893,0.8956746464589356
train_metrics,PolygenicScoreEXT_x_Race_4.0,1_vs_4,AST,0.8651215805471124,0.8588498879761016,0.8738601823708206,0.8662900188323918,0.871616395978345,0.8563829787234043,0.8639325412035264,0.8652331419772232,0.8651215805471124,0.865111280017959,0.8652331419772232,0.8651215805471124,0.8651112800179591
test_metrics,PolygenicScoreEXT_x_Race_4.0,1_vs_4,AST,0.8402366863905325,0.10344827586206896,0.75,0.18181818181818182,0.9928571428571429,0.8424242424242424,0.9114754098360656,0.5481527093596059,0.7962121212121211,0.5466467958271237,0.9718060454134726,0.8402366863905325,0.8942054162735121
train_metrics,PolygenicScoreEXT_x_Race_5.0,1_vs_4,AST,0.8704407294832827,0.862453531598513,0.8814589665653495,0.8718526869597896,0.8787878787878788,0.8594224924012158,0.8689973107952363,0.8706207051931959,0.8704407294832827,0.870424998877513,0.8706207051931958,0.8704407294832827,0.870424998877513
test_metrics,PolygenicScoreEXT_x_Race_5.0,1_vs_4,AST,0.8461538461538461,0.10714285714285714,0.75,0.1875,0.9929078014184397,0.8484848484848485,0.9150326797385621,0.5500253292806484,0.7992424242424243,0.551266339869281,0.9719429506663548,0.8461538461538461,0.897812971342383
train_metrics,PolygenicScoreEXT_x_Race_nan,1_vs_4,AST,0.8643617021276596,0.8581030619865572,0.8731003039513677,0.8655367231638418,0.8708430007733952,0.8556231003039514,0.8631659639708701,0.8644730313799762,0.8643617021276595,0.864351343567356,0.8644730313799762,0.8643617021276596,0.864351343567356
test_metrics,PolygenicScoreEXT_x_Race_nan,1_vs_4,AST,0.8372781065088757,0.08771929824561403,0.625,0.15384615384615383,0.9893238434163701,0.8424242424242424,0.9099836333878887,0.5385215708309921,0.7337121212121211,0.5319148936170213,0.9679840908679499,0.8372781065088757,0.8920868883099778
train_metrics,Age_x_DelinquentPeer,1_vs_4,AST,0.8617021276595744,0.8454281567489115,0.8852583586626139,0.8648849294729027,0.879585326953748,0.8381458966565349,0.8583657587548639,0.8625067418513297,0.8617021276595744,0.8616253441138833,0.8625067418513298,0.8617021276595744,0.8616253441138834
test_metrics,Age_x_DelinquentPeer,1_vs_4,AST,0.8106508875739645,0.08823529411764706,0.75,0.15789473684210525,0.9925925925925926,0.8121212121212121,0.8933333333333334,0.5404139433551198,0.781060606060606,0.5256140350877193,0.9711876861198128,0.8106508875739645,0.8759265026471504
train_metrics,Age_x_SchoolConnect,1_vs_4,AST,0.8598024316109423,0.8541510845175767,0.8677811550151976,0.8609121748963439,0.8656370656370657,0.851823708206687,0.8586748372271161,0.8598940750773212,0.8598024316109423,0.85979350606173,0.8598940750773213,0.8598024316109423,0.8597935060617299
test_metrics,Age_x_SchoolConnect,1_vs_4,AST,0.8313609467455622,0.0847457627118644,0.625,0.14925373134328357,0.989247311827957,0.8363636363636363,0.9064039408866994,0.5369965372699107,0.7306818181818182,0.5278288361149914,0.9678389911388185,0.8313609467455622,0.8884832258679204
train_metrics,Age_x_NeighborConnect,1_vs_4,AST,0.868920972644377,0.8609665427509293,0.8799392097264438,0.870349492671928,0.8772338772338772,0.85790273556231,0.8674606223588167,0.8691002099924032,0.868920972644377,0.8689050575153723,0.8691002099924033,0.868920972644377,0.8689050575153723
test_metrics,Age_x_NeighborConnect,1_vs_4,AST,0.8520710059171598,0.1111111111111111,0.75,0.19354838709677416,0.9929577464788732,0.8545454545454545,0.9185667752442996,0.5520344287949922,0.8022727272727272,0.5560575811705369,0.9720856367660269,0.8520710059171598,0.9014065767082635
train_metrics,Age_x_ParentalWarmth,1_vs_4,AST,0.8677811550151976,0.8617339312406577,0.8761398176291794,0.8688771665410701,0.8740340030911901,0.8594224924012158,0.8666666666666667,0.8678839671659239,0.8677811550151976,0.8677719166038684,0.8678839671659239,0.8677811550151976,0.8677719166038684
test_metrics,Age_x_ParentalWarmth,1_vs_4,AST,0.8461538461538461,0.10714285714285714,0.75,0.1875,0.9929078014184397,0.8484848484848485,0.9150326797385621,0.5500253292806484,0.7992424242424243,0.551266339869281,0.9719429506663548,0.8461538461538461,0.897812971342383
train_metrics,Age_x_Is_Male,1_vs_4,AST,0.8822188449848024,0.8687683284457478,0.9004559270516718,0.8843283582089552,0.8966876971608833,0.8639817629179332,0.8800309597523219,0.8827280128033155,0.8822188449848025,0.8821796589806385,0.8827280128033156,0.8822188449848024,0.8821796589806387
test_metrics,Age_x_Is_Male,1_vs_4,AST,0.8609467455621301,0.10204081632653061,0.625,0.17543859649122806,0.9896193771626297,0.8666666666666667,0.9240710823909531,0.5458300967445802,0.7458333333333333,0.5497548394410906,0.9686116005747931,0.8609467455621301,0.906351970298652
train_metrics,Age_x_Race_1.0,1_vs_4,AST,0.8727203647416414,0.8619926199261992,0.8875379939209727,0.8745788094346688,0.8841033672670321,0.85790273556231,0.8708060161974547,0.8730479935966157,0.8727203647416413,0.8726924128160618,0.8730479935966157,0.8727203647416414,0.8726924128160618
test_metrics,Age_x_Race_1.0,1_vs_4,AST,0.8579881656804734,0.1,0.625,0.1724137931034483,0.9895833333333334,0.8636363636363636,0.9223300970873787,0.5447916666666667,0.7443181818181819,0.5473719450954135,0.9685281065088758,0.8579881656804734,0.9045805987682323
train_metrics,Age_x_Race_2.0,1_vs_4,AST,0.8670212765957447,0.8620689655172413,0.8738601823708206,0.8679245283018867,0.8721109399075501,0.8601823708206687,0.86610558530987,0.8670899527123956,0.8670212765957447,0.8670150568058783,0.8670899527123955,0.8670212765957447,0.8670150568058783
test_metrics,Age_x_Race_2.0,1_vs_4,AST,0.8520710059171598,0.09615384615384616,0.625,0.16666666666666669,0.9895104895104895,0.8575757575757575,0.9188311688311689,0.5428321678321678,0.7412878787878787,0.5427489177489178,0.9683659535730542,0.8520710059171598,0.9010284587207664
train_metrics,Age_x_Race_3.0,1_vs_4,AST,0.8636018237082067,0.8573562359970127,0.8723404255319149,0.8647834274952918,0.8700696055684455,0.8548632218844985,0.8623993867382139,0.8637129207827291,0.8636018237082067,0.8635914071167529,0.8637129207827291,0.8636018237082067,0.863591407116753
test_metrics,Age_x_Race_3.0,1_vs_4,AST,0.8402366863905325,0.08928571428571429,0.625,0.15625,0.9893617021276596,0.8454545454545455,0.911764705882353,0.539323708206687,0.7352272727272727,0.5340073529411765,0.9680581284509272,0.8402366863905325,0.893882701009398
train_metrics,Age_x_Race_4.0,1_vs_4,AST,0.8639817629179332,0.8579970104633782,0.8723404255319149,0.8651092690278823,0.8701700154559505,0.8556231003039514,0.8628352490421456,0.8640835129596643,0.8639817629179332,0.863972259035014,0.8640835129596645,0.8639817629179332,0.863972259035014
test_metrics,Age_x_Race_4.0,1_vs_4,AST,0.8372781065088757,0.08771929824561403,0.625,0.15384615384615383,0.9893238434163701,0.8424242424242424,0.9099836333878887,0.5385215708309921,0.7337121212121211,0.5319148936170213,0.9679840908679499,0.8372781065088757,0.8920868883099778
train_metrics,Age_x_Race_5.0,1_vs_4,AST,0.8624620060790273,0.8565022421524664,0.8708206686930091,0.8636021100226073,0.8686244204018547,0.8541033434650456,0.8613026819923372,0.8625633312771606,0.8624620060790273,0.8624523960074723,0.8625633312771606,0.8624620060790273,0.8624523960074721
test_metrics,Age_x_Race_5.0,1_vs_4,AST,0.8402366863905325,0.08928571428571429,0.625,0.15625,0.9893617021276596,0.8454545454545455,0.911764705882353,0.539323708206687,0.7352272727272727,0.5340073529411765,0.9680581284509272,0.8402366863905325,0.893882701009398
train_metrics,Age_x_Race_nan,1_vs_4,AST,0.8643617021276596,0.8581030619865572,0.8731003039513677,0.8655367231638418,0.8708430007733952,0.8556231003039514,0.8631659639708701,0.8644730313799762,0.8643617021276595,0.864351343567356,0.8644730313799762,0.8643617021276596,0.864351343567356
test_metrics,Age_x_Race_nan,1_vs_4,AST,0.8372781065088757,0.08771929824561403,0.625,0.15384615384615383,0.9893238434163701,0.8424242424242424,0.9099836333878887,0.5385215708309921,0.7337121212121211,0.5319148936170213,0.9679840908679499,0.8372781065088757,0.8920868883099778
train_metrics,DelinquentPeer_x_SchoolConnect,1_vs_4,AST,0.8609422492401215,0.8534226190476191,0.871580547112462,0.8624060150375941,0.8687888198757764,0.8503039513677811,0.8594470046082949,0.8611057194616978,0.8609422492401215,0.8609265098229445,0.8611057194616978,0.8609422492401215,0.8609265098229445
test_metrics,DelinquentPeer_x_SchoolConnect,1_vs_4,AST,0.8461538461538461,0.10714285714285714,0.75,0.1875,0.9929078014184397,0.8484848484848485,0.9150326797385621,0.5500253292806484,0.7992424242424243,0.551266339869281,0.9719429506663548,0.8461538461538461,0.897812971342383
train_metrics,DelinquentPeer_x_NeighborConnect,1_vs_4,AST,0.8685410334346505,0.8576696165191741,0.8837386018237082,0.8705089820359282,0.8800940438871473,0.8533434650455927,0.8665123456790124,0.8688818302031607,0.8685410334346504,0.8685106638574702,0.8688818302031606,0.8685410334346505,0.8685106638574704
test_metrics,DelinquentPeer_x_NeighborConnect,1_vs_4,AST,0.8372781065088757,0.08771929824561403,0.625,0.15384615384615383,0.9893238434163701,0.8424242424242424,0.9099836333878887,0.5385215708309921,0.7337121212121211,0.5319148936170213,0.9679840908679499,0.8372781065088757,0.8920868883099778
train_metrics,DelinquentPeer_x_ParentalWarmth,1_vs_4,AST,0.8677811550151976,0.8558823529411764,0.8844984802431611,0.8699551569506726,0.8805031446540881,0.851063829787234,0.865533230293663,0.8681927487976322,0.8677811550151976,0.8677441936221678,0.8681927487976323,0.8677811550151976,0.8677441936221677
test_metrics,DelinquentPeer_x_ParentalWarmth,1_vs_4,AST,0.8254437869822485,0.09523809523809523,0.75,0.16901408450704225,0.9927272727272727,0.8272727272727273,0.9024793388429753,0.543982683982684,0.7886363636363636,0.5357467116750088,0.9714849253310791,0.8254437869822485,0.8851192144799945
train_metrics,DelinquentPeer_x_Is_Male,1_vs_4,AST,0.8636018237082067,0.8552338530066815,0.8753799392097265,0.8651896357491551,0.8723735408560311,0.851823708206687,0.8619761630142253,0.8638036969313563,0.8636018237082067,0.8635828993816902,0.8638036969313563,0.8636018237082067,0.8635828993816901
test_metrics,DelinquentPeer_x_Is_Male,1_vs_4,AST,0.8313609467455622,0.09836065573770492,0.75,0.17391304347826086,0.9927797833935018,0.8333333333333334,0.9060955518945635,0.5455702195656034,0.7916666666666667,0.5400042976864121,0.9716100998986902,0.8313609467455622,0.8887657883817516
train_metrics,DelinquentPeer_x_Race_1.0,1_vs_4,AST,0.8670212765957447,0.8561946902654868,0.8822188449848024,0.8690119760479043,0.8785266457680251,0.851823708206687,0.8649691358024691,0.8673606680167559,0.8670212765957447,0.8669905559251867,0.867360668016756,0.8670212765957447,0.8669905559251866
test_metrics,DelinquentPeer_x_Race_1.0,1_vs_4,AST,0.834319526627219,0.08620689655172414,0.625,0.15151515151515152,0.9892857142857143,0.8393939393939394,0.9081967213114753,0.5377463054187193,0.7321969696969697,0.5298559364133134,0.9679110677121288,0.834319526627219,0.8902870983577161
train_metrics,DelinquentPeer_x_Race_2.0,1_vs_4,AST,0.8628419452887538,0.8576779026217228,0.8700607902735562,0.8638249717087891,0.8681572860447185,0.8556231003039514,0.8618446230386528,0.8629175943332207,0.8628419452887538,0.8628347973737209,0.8629175943332207,0.8628419452887538,0.8628347973737209
test_metrics,DelinquentPeer_x_Race_2.0,1_vs_4,AST,0.8402366863905325,0.08928571428571429,0.625,0.15625,0.9893617021276596,0.8454545454545455,0.911764705882353,0.539323708206687,0.7352272727272727,0.5340073529411765,0.9680581284509272,0.8402366863905325,0.893882701009398
train_metrics,DelinquentPeer_x_Race_3.0,1_vs_4,AST,0.8643617021276596,0.8586387434554974,0.8723404255319149,0.8654353562005278,0.8702702702702703,0.8563829787234043,0.8632707774798928,0.8644545068628838,0.8643617021276596,0.8643530668402103,0.8644545068628837,0.8643617021276596,0.8643530668402103
test_metrics,DelinquentPeer_x_Race_3.0,1_vs_4,AST,0.8372781065088757,0.08771929824561403,0.625,0.15384615384615383,0.9893238434163701,0.8424242424242424,0.9099836333878887,0.5385215708309921,0.7337121212121211,0.5319148936170213,0.9679840908679499,0.8372781065088757,0.8920868883099778
train_metrics,DelinquentPeer_x_Race_4.0,1_vs_4,AST,0.8624620060790273,0.8565022421524664,0.8708206686930091,0.8636021100226073,0.8686244204018547,0.8541033434650456,0.8613026819923372,0.8625633312771606,0.8624620060790273,0.8624523960074723,0.8625633312771606,0.8624620060790273,0.8624523960074721
test_metrics,DelinquentPeer_x_Race_4.0,1_vs_4,AST,0.849112426035503,0.09433962264150944,0.625,0.1639344262295082,0.9894736842105263,0.8545454545454545,0.9170731707317074,0.5419066534260178,0.7397727272727272,0.5405037984806078,0.9682870792029756,0.849112426035503,0.8992474016310635
train_metrics,DelinquentPeer_x_Race_5.0,1_vs_4,AST,0.868920972644377,0.8604305864884929,0.8806990881458967,0.8704468644386031,0.8778210116731517,0.8571428571428571,0.867358708189158,0.8691257990808223,0.868920972644377,0.8689027863138805,0.8691257990808222,0.868920972644377,0.8689027863138806
test_metrics,DelinquentPeer_x_Race_5.0,1_vs_4,AST,0.8431952662721893,0.09090909090909091,0.625,0.15873015873015875,0.9893992932862191,0.8484848484848485,0.9135399673735727,0.540154192097655,0.7367424242424243,0.5361350630518658,0.9681332529932694,0.8431952662721893,0.8956746464589356
train_metrics,DelinquentPeer_x_Race_nan,1_vs_4,AST,0.8643617021276596,0.8581030619865572,0.8731003039513677,0.8655367231638418,0.8708430007733952,0.8556231003039514,0.8631659639708701,0.8644730313799762,0.8643617021276595,0.864351343567356,0.8644730313799762,0.8643617021276596,0.864351343567356
test_metrics,DelinquentPeer_x_Race_nan,1_vs_4,AST,0.8372781065088757,0.08771929824561403,0.625,0.15384615384615383,0.9893238434163701,0.8424242424242424,0.9099836333878887,0.5385215708309921,0.7337121212121211,0.5319148936170213,0.9679840908679499,0.8372781065088757,0.8920868883099778
train_metrics,SchoolConnect_x_NeighborConnect,1_vs_4,AST,0.8674012158054711,0.8600148920327625,0.8776595744680851,0.8687476494922903,0.8750969743987588,0.8571428571428571,0.8660268714011515,0.8675559332157606,0.8674012158054711,0.867387260446721,0.8675559332157605,0.8674012158054711,0.867387260446721
test_metrics,SchoolConnect_x_NeighborConnect,1_vs_4,AST,0.8284023668639053,0.08333333333333333,0.625,0.14705882352941174,0.9892086330935251,0.8333333333333334,0.9046052631578947,0.5362709832134293,0.7291666666666667,0.5258320433436532,0.9677677975962425,0.8284023668639053,0.8866751699122501
train_metrics,SchoolConnect_x_ParentalWarmth,1_vs_4,AST,0.868161094224924,0.8596881959910914,0.8799392097264438,0.8696958317686819,0.8770428015564202,0.8563829787234043,0.8665897731641677,0.8683654987737558,0.868161094224924,0.8681428024664248,0.8683654987737558,0.868161094224924,0.868142802466425
test_metrics,SchoolConnect_x_ParentalWarmth,1_vs_4,AST,0.8372781065088757,0.1016949152542373,0.75,0.17910447761194032,0.992831541218638,0.8393939393939394,0.909688013136289,0.5472632282364377,0.7946969696969697,0.5443962453741147,0.9717395500715515,0.8372781065088757,0.8923960951357128
train_metrics,SchoolConnect_x_Is_Male,1_vs_4,AST,0.8624620060790273,0.8597285067873304,0.8662613981762918,0.8629825889477669,0.8652373660030628,0.8586626139817629,0.8619374523264683,0.8624829363951966,0.8624620060790273,0.8624600206371176,0.8624829363951966,0.8624620060790273,0.8624600206371175
test_metrics,SchoolConnect_x_Is_Male,1_vs_4,AST,0.8520710059171598,0.1111111111111111,0.75,0.19354838709677416,0.9929577464788732,0.8545454545454545,0.9185667752442996,0.5520344287949922,0.8022727272727272,0.5560575811705369,0.9720856367660269,0.8520710059171598,0.9014065767082635
train_metrics,SchoolConnect_x_Race_1.0,1_vs_4,AST,0.8693009118541033,0.8610698365527489,0.8806990881458967,0.8707738542449287,0.8779160186625194,0.85790273556231,0.8677940046118371,0.8694929276076342,0.8693009118541033,0.869283929428383,0.8694929276076343,0.8693009118541033,0.8692839294283828
test_metrics,SchoolConnect_x_Race_1.0,1_vs_4,AST,0.849112426035503,0.09433962264150944,0.625,0.1639344262295082,0.9894736842105263,0.8545454545454545,0.9170731707317074,0.5419066534260178,0.7397727272727272,0.5405037984806078,0.9682870792029756,0.849112426035503,0.8992474016310635
train_metrics,SchoolConnect_x_Race_2.0,1_vs_4,AST,0.8708206686930091,0.8647234678624813,0.8791793313069909,0.8718914845516202,0.8771251931993818,0.8624620060790273,0.8697318007662834,0.8709243305309315,0.8708206686930091,0.8708116426589518,0.8709243305309315,0.8708206686930091,0.8708116426589518
test_metrics,SchoolConnect_x_Race_2.0,1_vs_4,AST,0.8461538461538461,0.09259259259259259,0.625,0.16129032258064516,0.9894366197183099,0.8515151515151516,0.9153094462540717,0.5410146061554513,0.7382575757575758,0.5382998844173584,0.9682095421532042,0.8461538461538461,0.8974628397765942
train_metrics,SchoolConnect_x_Race_3.0,1_vs_4,AST,0.8639817629179332,0.8574626865671642,0.8731003039513677,0.8652108433734939,0.8707430340557275,0.8548632218844985,0.8627300613496933,0.8641028603114458,0.8639817629179332,0.8639704523615936,0.8641028603114459,0.8639817629179332,0.8639704523615935
test_metrics,SchoolConnect_x_Race_3.0,1_vs_4,AST,0.8372781065088757,0.08771929824561403,0.625,0.15384615384615383,0.9893238434163701,0.8424242424242424,0.9099836333878887,0.5385215708309921,0.7337121212121211,0.5319148936170213,0.9679840908679499,0.8372781065088757,0.8920868883099778
train_metrics,SchoolConnect_x_Race_4.0,1_vs_4,AST,0.8639817629179332,0.8579970104633782,0.8723404255319149,0.8651092690278823,0.8701700154559505,0.8556231003039514,0.8628352490421456,0.8640835129596643,0.8639817629179332,0.863972259035014,0.8640835129596645,0.8639817629179332,0.863972259035014
test_metrics,SchoolConnect_x_Race_4.0,1_vs_4,AST,0.8402366863905325,0.08928571428571429,0.625,0.15625,0.9893617021276596,0.8454545454545455,0.911764705882353,0.539323708206687,0.7352272727272727,0.5340073529411765,0.9680581284509272,0.8402366863905325,0.893882701009398
train_metrics,SchoolConnect_x_Race_5.0,1_vs_4,AST,0.8643617021276596,0.8586387434554974,0.8723404255319149,0.8654353562005278,0.8702702702702703,0.8563829787234043,0.8632707774798928,0.8644545068628838,0.8643617021276596,0.8643530668402103,0.8644545068628837,0.8643617021276596,0.8643530668402103
test_metrics,SchoolConnect_x_Race_5.0,1_vs_4,AST,0.8372781065088757,0.08771929824561403,0.625,0.15384615384615383,0.9893238434163701,0.8424242424242424,0.9099836333878887,0.5385215708309921,0.7337121212121211,0.5319148936170213,0.9679840908679499,0.8372781065088757,0.8920868883099778
train_metrics,SchoolConnect_x_Race_nan,1_vs_4,AST,0.8643617021276596,0.8581030619865572,0.8731003039513677,0.8655367231638418,0.8708430007733952,0.8556231003039514,0.8631659639708701,0.8644730313799762,0.8643617021276595,0.864351343567356,0.8644730313799762,0.8643617021276596,0.864351343567356
test_metrics,SchoolConnect_x_Race_nan,1_vs_4,AST,0.8372781065088757,0.08771929824561403,0.625,0.15384615384615383,0.9893238434163701,0.8424242424242424,0.9099836333878887,0.5385215708309921,0.7337121212121211,0.5319148936170213,0.9679840908679499,0.8372781065088757,0.8920868883099778
train_metrics,NeighborConnect_x_ParentalWarmth,1_vs_4,AST,0.8666413373860182,0.8592702903946389,0.8768996960486323,0.8679954870251975,0.8743211792086889,0.8563829787234043,0.8652591170825336,0.8667957348016639,0.8666413373860182,0.8666273020538655,0.8667957348016638,0.8666413373860182,0.8666273020538655
test_metrics,NeighborConnect_x_ParentalWarmth,1_vs_4,AST,0.8372781065088757,0.08771929824561403,0.625,0.15384615384615383,0.9893238434163701,0.8424242424242424,0.9099836333878887,0.5385215708309921,0.7337121212121211,0.5319148936170213,0.9679840908679499,0.8372781065088757,0.8920868883099778
train_metrics,NeighborConnect_x_Is_Male,1_vs_4,AST,0.8670212765957447,0.8577777777777778,0.8799392097264438,0.8687171792948237,0.8767550702028081,0.8541033434650456,0.865280985373364,0.867266423990293,0.8670212765957447,0.8669990823340938,0.867266423990293,0.8670212765957447,0.866999082334094
