type,interaction,Model,Target,Accuracy,Custom_Metric,Matthews Correlation Coefficient,0_Precision,0_Recall,0_F1-Score,1_Precision,1_Recall,1_F1-Score,macro avg_Precision,macro avg_Recall,macro avg_F1-Score,weighted avg_Precision,weighted avg_Recall,weighted avg_F1-Score
validation_metrics,PolygenicScoreEXT_x_DelinquentPeer,xgboost,SUT,0.6465816917728853,0.558419490263245,0.2936566631907648,0.6385542168674698,0.6755504055619931,0.6565315315315314,0.6555965559655597,0.6176129779837776,0.6360381861575178,0.6470753864165147,0.6465816917728853,0.6462848588445247,0.6470753864165147,0.6465816917728853,0.6462848588445247
test_metrics,PolygenicScoreEXT_x_DelinquentPeer,xgboost,SUT,0.6328894035900405,0.5415031884817552,0.26679639151150747,0.6221985058697972,0.6755504055619931,0.6477777777777777,0.6455696202531646,0.5902777777777778,0.6166868198307134,0.6338840630614808,0.6329140916698854,0.6322322988042455,0.633890829452443,0.6328894035900405,0.6322232973688235
validation_metrics,PolygenicScoreEXT_x_SchoolConnect,xgboost,SUT,0.6413673232908459,0.5517303681991473,0.28278951869686664,0.6386363636363637,0.6512166859791425,0.6448651749856569,0.6442080378250591,0.6315179606025493,0.6377998829724986,0.6414222007307113,0.6413673232908459,0.6413325289790777,0.6414222007307113,0.6413673232908459,0.6413325289790777
test_metrics,PolygenicScoreEXT_x_SchoolConnect,xgboost,SUT,0.6363636363636364,0.5455645492935364,0.273010032582543,0.6304106548279689,0.6581691772885284,0.6439909297052153,0.6428571428571429,0.6145833333333334,0.6284023668639054,0.636633898842556,0.6363762553109309,0.6361966482845604,0.6366375023422748,0.6363636363636364,0.6361921350932339
validation_metrics,PolygenicScoreEXT_x_NeighborConnect,xgboost,SUT,0.6384704519119351,0.548122707219638,0.27703093493659076,0.6350282485875707,0.6512166859791425,0.643020594965675,0.6420927467300832,0.6257242178447276,0.6338028169014084,0.6385604976588269,0.6384704519119351,0.6384117059335417,0.6385604976588268,0.6384704519119351,0.6384117059335417
test_metrics,PolygenicScoreEXT_x_NeighborConnect,xgboost,SUT,0.6247828604516502,0.5313043590438709,0.25042481883254475,0.6152197213290461,0.6651216685979142,0.6391982182628062,0.6360201511335013,0.5844907407407407,0.609167671893848,0.6256199362312738,0.6248062046693275,0.6241829450783272,0.6256259583591846,0.6247828604516502,0.6241742506526268
validation_metrics,PolygenicScoreEXT_x_ParentalWarmth,xgboost,SUT,0.6297798377752027,0.5375596522339613,0.2604425803082479,0.619914346895075,0.6709154113557358,0.6444073455759599,0.6414141414141414,0.5886442641946698,0.6138972809667674,0.6306642441546082,0.6297798377752029,0.6291523132713637,0.6306642441546081,0.6297798377752027,0.6291523132713638
test_metrics,PolygenicScoreEXT_x_ParentalWarmth,xgboost,SUT,0.6386797915460336,0.548498558405777,0.27774144657750993,0.6317530319735392,0.6639629200463499,0.6474576271186441,0.6463414634146342,0.6134259259259259,0.6294536817102138,0.6390472476940867,0.638694422986138,0.6384556544144289,0.6390514713279724,0.6386797915460336,0.6384504419229963
validation_metrics,PolygenicScoreEXT_x_AntisocialTrajectory,xgboost,SUT,0.6286210892236385,0.5359466542376531,0.2576925493276445,0.6214442013129103,0.6581691772885284,0.6392796848621273,0.6366995073891626,0.5990730011587485,0.6173134328358209,0.6290718543510365,0.6286210892236385,0.6282965588489741,0.6290718543510364,0.6286210892236385,0.6282965588489741
test_metrics,PolygenicScoreEXT_x_AntisocialTrajectory,xgboost,SUT,0.6050955414012739,0.5066056411433519,0.21084249273283776,0.5974165769644779,0.6431054461181923,0.6194196428571428,0.6140350877192983,0.5671296296296297,0.5896510228640193,0.6057258323418881,0.605117537873911,0.604535332860581,0.6057306437231141,0.6050955414012739,0.6045267142676473
